Date,Match name,Map,Winner,Winner race,Loser,Loser race
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID26_atheistP_vs_Arma_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Arma,o,AtheistP,h
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID29_ToM_vs_atheistP_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,ToM,o,AtheistP,h
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID29_ToM_vs_atheistP_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,ToM,o,AtheistP,h
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID31_ToM_vs_Flopoks_on_Concealed_Hill_in_Finals_Map_4,Concealed Hill,ToM,o,Flopoks,u
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID31_ToM_vs_Flopoks_on_Echo_Isles_in_Finals_Map_2,Echo Isles,ToM,o,Flopoks,u
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID31_ToM_vs_Flopoks_on_Last_Refuge_in_Finals_Map_1,Last Refuge,Flopoks,u,ToM,o
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID31_ToM_vs_Flopoks_on_Northern_Isles_in_Finals_Map_3,Northern Isles,ToM,o,Flopoks,u
2020-12-09,SCILL Play WC3:Reforged Silver Open Cup/10#ID4_ToRReNtE_vs_MisterWinner_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,ToRReNtE,n,MisterWinner,h
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID12_Infi_vs_Chaemiko_on_Concealed_Hill_in_Group_C_Semifinals_Map_2,Concealed Hill,Infi,u,Chaemiko,h
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID12_Infi_vs_Chaemiko_on_Last_Refuge_in_Group_C_Semifinals_Map_3,Last Refuge,Infi,u,Chaemiko,h
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID12_Infi_vs_Chaemiko_on_Northern_Isles_in_Group_C_Semifinals_Map_1,Northern Isles,Chaemiko,h,Infi,u
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID17_LawLiet_vs_Michael_on_Amazonia_in_Group_D_Semifinals_Map_2,Amazonia,LawLiet,n,Michael,u
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID17_LawLiet_vs_Michael_on_Concealed_Hill_in_Group_D_Semifinals_Map_3,Concealed Hill,LawLiet,n,Michael,u
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID17_LawLiet_vs_Michael_on_Echo_Isles_in_Group_D_Semifinals_Map_1,Echo Isles,Michael,u,LawLiet,n
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID2_Yange_vs_FoCuS_on_Terenas_Stand_LV_in_Group_A_Semifinals_Map_1,Terenas Stand LV,FoCuS,o,Yange,n
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID2_Yange_vs_FoCuS_on_Twisted_Meadows_in_Group_A_Semifinals_Map_2,Twisted Meadows,FoCuS,o,Yange,n
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID7_Sok_vs_Lin_Guagua_on_Echo_Isles_in_Group_B_Semifinals_Map_2,Echo Isles,Sok,h,Lin Guagua,o
2020-12-10,DreamHack Open/2020/Winter Season/Asia#ID7_Sok_vs_Lin_Guagua_on_Northern_Isles_in_Group_B_Semifinals_Map_1,Northern Isles,Sok,h,Lin Guagua,o
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID21_Foggy_vs_Spiral_on_Concealed_Hill_in_Quarterfinals_Map_4,Concealed Hill,Foggy,n,Spiral,u
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID21_Foggy_vs_Spiral_on_Echo_Isles_in_Quarterfinals_Map_2,Echo Isles,Spiral,o,Foggy,n
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID21_Foggy_vs_Spiral_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,Foggy,n,Spiral,n
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID21_Foggy_vs_Spiral_on_Terenas_Stand_LV_in_Quarterfinals_Map_1,Terenas Stand LV,Foggy,n,Spiral,o
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID22_KraV_vs_XlorD_on_Amazonia_in_Quarterfinals_Map_4,Amazonia,KraV,u,XlorD,u
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID22_KraV_vs_XlorD_on_Concealed_Hill_in_Quarterfinals_Map_3,Concealed Hill,KraV,u,XlorD,u
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID22_KraV_vs_XlorD_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,KraV,u,XlorD,u
2020-12-10,DreamHack Open/2020/Winter Season/Europe#ID22_KraV_vs_XlorD_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,XlorD,u,KraV,u
2020-12-10,Huya Super League/3#ID1_Lin_Guagua_vs_Colorful_on_Concealed_Hill_in_Quarterfinals_Map_1,Concealed Hill,Colorful,n,Lin Guagua,o
2020-12-10,Huya Super League/3#ID1_Lin_Guagua_vs_Colorful_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,Lin Guagua,o,Colorful,n
2020-12-10,Huya Super League/3#ID1_Lin_Guagua_vs_Colorful_on_Terenas_Stand_LV_in_Quarterfinals_Map_2,Terenas Stand LV,Lin Guagua,o,Colorful,n
2020-12-10,Huya Super League/3#ID2_Fly100%_vs_XiaoKai_on_Last_Refuge_in_Quarterfinals_Map_3,Last Refuge,Fly100%,o,XiaoKai,u
2020-12-10,Huya Super League/3#ID2_Fly100%_vs_XiaoKai_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,XiaoKai,u,Fly100%,o
2020-12-10,Huya Super League/3#ID2_Fly100%_vs_XiaoKai_on_Twisted_Meadows_in_Quarterfinals_Map_2,Twisted Meadows,Fly100%,o,XiaoKai,u
2020-12-10,Huya Super League/3#ID3_Moon_vs_ice_orc_on_Concealed_Hill_in_Quarterfinals_Map_2,Concealed Hill,Moon,n,Ice orc,o
2020-12-10,Huya Super League/3#ID3_Moon_vs_ice_orc_on_Echo_Isles_in_Quarterfinals_Map_3,Echo Isles,Moon,n,Ice orc,o
2020-12-10,Huya Super League/3#ID3_Moon_vs_ice_orc_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Ice orc,o,Moon,n
2020-12-10,Huya Super League/3#ID4_eer0_vs_Fortitude_on_Concealed_Hill_in_Quarterfinals_Map_2,Concealed Hill,Eer0,u,Fortitude,h
2020-12-10,Huya Super League/3#ID4_eer0_vs_Fortitude_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Eer0,u,Fortitude,h
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Amazonia_in_Finals_Map_2,Amazonia,Changer,h,Helbisch,u
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Concealed_Hill_in_Finals_Map_5,Concealed Hill,Changer,h,Helbisch,u
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Echo_Isles_in_Finals_Map_4,Echo Isles,Helbisch,u,Changer,h
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Last_Refuge_in_Finals_Map_1,Last Refuge,Helbisch,u,Changer,h
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Northern_Isles_in_Finals_Map_3,Northern Isles,Changer,h,Helbisch,u
2020-12-10,Legends/2#ID3_Helbisch_vs_Changer_on_Terenas_Stand_LV_in_Finals_Map_6,Terenas Stand LV,Changer,h,Helbisch,u
2020-12-10,Pandaria Solo League/Season 3/Division 1#ID19_DesTr0_vs_Ze1Ko_on_Amazonia_in_Regular_season_Week_5_Map_2,Amazonia,DesTr0,h,Ze1Ko,h
2020-12-10,Pandaria Solo League/Season 3/Division 1#ID19_DesTr0_vs_Ze1Ko_on_Last_Refuge_in_Regular_season_Week_5_Map_1,Last Refuge,Ze1Ko,h,DesTr0,h
2020-12-10,Pandaria Solo League/Season 3/Division 1#ID19_DesTr0_vs_Ze1Ko_on_Northern_Isles_in_Regular_season_Week_5_Map_3,Northern Isles,Ze1Ko,h,DesTr0,h
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID21_JarAsH_vs_DrK_on_Amazonia_in_Regular_season_Week_6_Map_2,Amazonia,JarAsH,o,DrK,n
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID21_JarAsH_vs_DrK_on_Concealed_Hill_in_Regular_season_Week_6_Map_1,Concealed Hill,DrK,o,JarAsH,o
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID21_JarAsH_vs_DrK_on_Last_Refuge_in_Regular_season_Week_6_Map_3,Last Refuge,JarAsH,o,DrK,n
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID22_Manusiku_vs_Nujabes_on_Concealed_Hill_in_Regular_season_Week_6_Map_1,Concealed Hill,Nujabes,h,Manusiku,u
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID22_Manusiku_vs_Nujabes_on_Last_Refuge_in_Regular_season_Week_6_Map_2,Last Refuge,Manusiku,u,Nujabes,h
2020-12-10,Pandaria Solo League/Season 3/Division 2#ID22_Manusiku_vs_Nujabes_on_Northern_Isles_in_Regular_season_Week_6_Map_3,Northern Isles,Nujabes,h,Manusiku,u
2020-12-11,DreamHack Open/2020/Winter Season/America#ID12_CrunCher_vs_KiWiKaKi_on_Concealed_Hill_in_Semifinals_Map_3,Concealed Hill,CrunCher,h,KiWiKaKi,o
2020-12-11,DreamHack Open/2020/Winter Season/America#ID12_CrunCher_vs_KiWiKaKi_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,CrunCher,h,KiWiKaKi,o
2020-12-11,DreamHack Open/2020/Winter Season/America#ID12_CrunCher_vs_KiWiKaKi_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,CrunCher,h,KiWiKaKi,o
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID13_Fly100%_vs_Infi_on_Terenas_Stand_LV_in_Group_C_Winners'_Finals_Map_1,Terenas Stand LV,Fly100%,o,Infi,u
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID13_Fly100%_vs_Infi_on_Twisted_Meadows_in_Group_C_Winners'_Finals_Map_2,Twisted Meadows,Fly100%,o,Infi,u
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID18_Colorful_vs_LawLiet_on_Amazonia_in_Group_D_Winners'_Finals_Map_3,Amazonia,Colorful,n,LawLiet,n
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID18_Colorful_vs_LawLiet_on_Last_Refuge_in_Group_D_Winners'_Finals_Map_1,Last Refuge,LawLiet,n,Colorful,n
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID18_Colorful_vs_LawLiet_on_Terenas_Stand_LV_in_Group_D_Winners'_Finals_Map_2,Terenas Stand LV,Colorful,n,LawLiet,n
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID3_eer0_vs_FoCuS_on_Echo_Isles_in_Group_A_Winners'_Finals_Map_2,Echo Isles,FoCuS,o,Eer0,u
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID3_eer0_vs_FoCuS_on_Northern_Isles_in_Group_A_Winners'_Finals_Map_3,Northern Isles,Eer0,u,FoCuS,o
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID3_eer0_vs_FoCuS_on_Terenas_Stand_LV_in_Group_A_Winners'_Finals_Map_1,Terenas Stand LV,Eer0,u,FoCuS,o
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID8_Lyn_vs_Sok_on_Concealed_Hill_in_Group_B_Winners'_Finals_Map_1,Concealed Hill,Lyn,o,Sok,h
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID8_Lyn_vs_Sok_on_Last_Refuge_in_Group_B_Winners'_Finals_Map_2,Last Refuge,Sok,h,Lyn,o
2020-12-11,DreamHack Open/2020/Winter Season/Asia#ID8_Lyn_vs_Sok_on_Northern_Isles_in_Group_B_Winners'_Finals_Map_3,Northern Isles,Lyn,o,Sok,h
2020-12-11,DreamHack Open/2020/Winter Season/Europe#ID24_VortiX_vs_Happy_on_Amazonia_in_Quarterfinals_Map_5,Amazonia,Happy,u,VortiX,u
2020-12-11,DreamHack Open/2020/Winter Season/Europe#ID24_VortiX_vs_Happy_on_Concealed_Hill_in_Quarterfinals_Map_3,Concealed Hill,VortiX,u,Happy,u
2020-12-11,DreamHack Open/2020/Winter Season/Europe#ID24_VortiX_vs_Happy_on_Echo_Isles_in_Quarterfinals_Map_4,Echo Isles,Happy,u,VortiX,u
2020-12-11,DreamHack Open/2020/Winter Season/Europe#ID24_VortiX_vs_Happy_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Happy,u,VortiX,u
2020-12-11,DreamHack Open/2020/Winter Season/Europe#ID24_VortiX_vs_Happy_on_Northern_Isles_in_Quarterfinals_Map_2,Northern Isles,VortiX,u,Happy,u
2020-12-11,Huya Super League/3#ID5_Fly100%_vs_Lin_Guagua_on_Amazonia_in_Semifinals_Map_1,Amazonia,Lin Guagua,o,Fly100%,o
2020-12-11,Huya Super League/3#ID5_Fly100%_vs_Lin_Guagua_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Lin Guagua,o,Fly100%,o
2020-12-11,Huya Super League/3#ID6_Moon_vs_eer0_on_Echo_Isles_in_Semifinals_Map_3,Echo Isles,Eer0,u,Moon,n
2020-12-11,Huya Super League/3#ID6_Moon_vs_eer0_on_Last_Refuge_in_Semifinals_Map_1,Last Refuge,Eer0,u,Moon,n
2020-12-11,Huya Super League/3#ID6_Moon_vs_eer0_on_Twisted_Meadows_in_Semifinals_Map_2,Twisted Meadows,Moon,n,Eer0,u
2020-12-11,Huya Super League/3#ID7_Lin_Guagua_vs_eer0_on_Amazonia_in_Finals_Map_2,Amazonia,Eer0,u,Lin Guagua,o
2020-12-11,Huya Super League/3#ID7_Lin_Guagua_vs_eer0_on_Terenas_Stand_LV_in_Finals_Map_1,Terenas Stand LV,Eer0,u,Lin Guagua,o
2020-12-11,Huya Super League/3#ID7_Lin_Guagua_vs_eer0_on_Twisted_Meadows_in_Finals_Map_3,Twisted Meadows,Eer0,u,Lin Guagua,o
2020-12-11,Huya Super League/3#ID8_Fly100%_vs_Moon_on_Last_Refuge_in_3rd_Place_Match_Map_2,Last Refuge,Moon,n,Fly100%,o
2020-12-11,Huya Super League/3#ID8_Fly100%_vs_Moon_on_Twisted_Meadows_in_3rd_Place_Match_Map_1,Twisted Meadows,Moon,n,Fly100%,o
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID11_CaSpeND_vs_Tak3r_on_Turtle_Rock_in_Round_of_16_Map_1,Turtle Rock,CaSpeND,h,Tak3r,o
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID12_HawK_vs_Cash_on_Concealed_Hill_in_Quarterfinals_Map_2,Concealed Hill,HawK,h,Cash,o
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID12_HawK_vs_Cash_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,HawK,h,Cash,o
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID13_HoT_vs_FeeLx_on_Northern_Isles_in_Quarterfinals_Map_2,Northern Isles,HoT,n,FeeLx,h
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID16_HawK_vs_HoT_on_Last_Refuge_in_Semifinals_Map_1,Last Refuge,HawK,h,HoT,n
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID16_HawK_vs_HoT_on_Turtle_Rock_in_Semifinals_Map_2,Turtle Rock,HawK,h,HoT,n
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID1_RaZZoRMaN_vs_MisterWinner_on_Amazonia_in_Round_of_32_Map_1,Amazonia,RaZZoRMaN,o,MisterWinner,h
2020-12-11,SCILL Play WC3:Reforged Open Cup/12#ID8_Deathnote_vs_Please_on_Amazonia_in_Round_of_16_Map_1,Amazonia,Please,n,Deathnote,h
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Amazonia_in_Showmatch_Map_1,Amazonia,Sonik,n,Grubby,o
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Echo_Isles_in_Showmatch_Map_2,Echo Isles,Grubby,o,Sonik,n
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Last_Refuge_in_Showmatch_Map_6,Last Refuge,Grubby,o,Sonik,n
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Northern_Isles_in_Showmatch_Map_4,Northern Isles,Sonik,n,Grubby,o
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Terenas_Stand_LV_in_Showmatch_Map_5,Terenas Stand LV,Grubby,o,Sonik,n
2020-12-11,Showmatch Grubby vs Sonik#ID1_Grubby_vs_Sonik_on_Twisted_Meadows_in_Showmatch_Map_3,Twisted Meadows,Grubby,o,Sonik,n
2020-12-11,War3Lovers Solo League/3#ID11_endozero_vs_lilyal_on_Amazonia_in_Group_A_Week_4_Map_1,Amazonia,Endozero,o,Lilyal,u
2020-12-11,War3Lovers Solo League/3#ID11_endozero_vs_lilyal_on_Last_Refuge_in_Group_A_Week_4_Map_2,Last Refuge,Endozero,o,Lilyal,u
2020-12-11,War3Lovers Solo League/3#ID13_Ser_vs_lilyal_on_Concealed_Hill_in_Group_A_Week_5_Map_2,Concealed Hill,Ser,u,Lilyal,u
2020-12-11,War3Lovers Solo League/3#ID13_Ser_vs_lilyal_on_Turtle_Rock_in_Group_A_Week_5_Map_1,Turtle Rock,Ser,u,Lilyal,u
2020-12-11,War3Lovers Solo League/3#ID15_endozero_vs_Psike_on_Amazonia_in_Group_A_Week_5_Map_3,Amazonia,Endozero,o,Psike,u
2020-12-11,War3Lovers Solo League/3#ID15_endozero_vs_Psike_on_Echo_Isles_in_Group_A_Week_5_Map_2,Echo Isles,Psike,u,Endozero,o
2020-12-11,War3Lovers Solo League/3#ID15_endozero_vs_Psike_on_Northern_Isles_in_Group_A_Week_5_Map_1,Northern Isles,Endozero,o,Psike,u
2020-12-11,War3Lovers Solo League/3#ID35_Sauce_(American_player)_vs_Photonman24_on_Amazonia_in_Group_B_Week_5_Map_1,Amazonia,Sauce (American player),h,Photonman24,u
2020-12-11,War3Lovers Solo League/3#ID35_Sauce_(American_player)_vs_Photonman24_on_Echo_Isles_in_Group_B_Week_5_Map_2,Echo Isles,Sauce (American player),o,Photonman24,u
2020-12-12,DreamHack Open/2020/Winter Season/America#ID11_Hitman_vs_iNSUPERABLE_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,Hitman,o,INSUPERABLE,u
2020-12-12,DreamHack Open/2020/Winter Season/America#ID11_Hitman_vs_iNSUPERABLE_on_Last_Refuge_in_Semifinals_Map_2,Last Refuge,Hitman,o,INSUPERABLE,u
2020-12-12,DreamHack Open/2020/Winter Season/America#ID11_Hitman_vs_iNSUPERABLE_on_Northern_Isles_in_Semifinals_Map_3,Northern Isles,Hitman,o,INSUPERABLE,u
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID14_Soin_vs_Chaemiko_on_Concealed_Hill_in_Group_C_Losers'_Round_1_Map_1,Concealed Hill,Chaemiko,h,Soin,o
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID14_Soin_vs_Chaemiko_on_Northern_Isles_in_Group_C_Losers'_Round_1_Map_2,Northern Isles,Chaemiko,h,Soin,o
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID19_Fortitude_vs_Michael_on_Concealed_Hill_in_Group_D_Losers'_Round_1_Map_1,Concealed Hill,Fortitude,h,Michael,u
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID19_Fortitude_vs_Michael_on_Echo_Isles_in_Group_D_Losers'_Round_1_Map_3,Echo Isles,Michael,u,Fortitude,h
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID19_Fortitude_vs_Michael_on_Northern_Isles_in_Group_D_Losers'_Round_1_Map_2,Northern Isles,Michael,u,Fortitude,h
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID4_Pink_vs_Yange_on_Amazonia_in_Group_A_Losers'_Round_1_Map_1,Amazonia,Pink,u,Yange,n
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID4_Pink_vs_Yange_on_Echo_Isles_in_Group_A_Losers'_Round_1_Map_2,Echo Isles,Yange,n,Pink,u
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID4_Pink_vs_Yange_on_Last_Refuge_in_Group_A_Losers'_Round_1_Map_3,Last Refuge,Yange,n,Pink,u
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID9_XiaoKai_vs_Lin_Guagua_on_Amazonia_in_Group_B_Losers'_Round_1_Map_2,Amazonia,Lin Guagua,o,XiaoKai,u
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID9_XiaoKai_vs_Lin_Guagua_on_Concealed_Hill_in_Group_B_Losers'_Round_1_Map_1,Concealed Hill,XiaoKai,u,Lin Guagua,o
2020-12-12,DreamHack Open/2020/Winter Season/Asia#ID9_XiaoKai_vs_Lin_Guagua_on_Twisted_Meadows_in_Group_B_Losers'_Round_1_Map_3,Twisted Meadows,Lin Guagua,o,XiaoKai,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID25_Foggy_vs_KraV_on_Concealed_Hill_in_Semifinals_Map_3,Concealed Hill,Foggy,n,KraV,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID25_Foggy_vs_KraV_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,Foggy,n,KraV,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID25_Foggy_vs_KraV_on_Terenas_Stand_LV_in_Semifinals_Map_2,Terenas Stand LV,Foggy,n,KraV,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID26_HawK_vs_Happy_on_Amazonia_in_Semifinals_Map_5,Amazonia,Happy,u,HawK,h
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID26_HawK_vs_Happy_on_Concealed_Hill_in_Semifinals_Map_4,Concealed Hill,Happy,u,HawK,h
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID26_HawK_vs_Happy_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,HawK,h,Happy,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID26_HawK_vs_Happy_on_Last_Refuge_in_Semifinals_Map_3,Last Refuge,HawK,h,Happy,u
2020-12-12,DreamHack Open/2020/Winter Season/Europe#ID26_HawK_vs_Happy_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,Happy,u,HawK,h
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID13_TGW_vs_Cement_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,TGW,u,Cement,u
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID15_Neytpoh_vs_Sheik_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Sheik,u,Neytpoh,n
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID21_MisterWinner_vs_Simba_on_Amazonia_in_Losers_Round_3_Map_1,Amazonia,MisterWinner,h,Simba,h
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID23_Cement_vs_biko_on_Northern_Isles_in_Losers_Round_4_Map_1,Northern Isles,Biko,u,Cement,u
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID25_Neytpoh_vs_MisterWinner_on_Amazonia_in_Losers_Round_4_Map_1,Amazonia,Neytpoh,n,MisterWinner,h
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID26_Gonz_vs_x3-DemoN_on_Concealed_Hill_in_Losers_Round_4_Map_1,Concealed Hill,Gonz,n,X3-DemoN,h
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID29_Stranik_vs_TGW_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,Dise,n,TGW,n
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID30_Please_vs_Sheik_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,Please,n,Sheik,u
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID32_Sheik_vs_biko_on_Northern_Isles_in_Losers_Round_6_Map_1,Northern Isles,Sheik,u,Biko,u
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID33_TGW_vs_Neytpoh_on_Concealed_Hill_in_Losers_Round_6_Map_1,Concealed Hill,TGW,o,Neytpoh,n
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID34_Sheik_vs_TGW_on_Echo_Isles_in_Losers_round_7_Map_1,Echo Isles,TGW,u,Sheik,u
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID35_Please_vs_TGW_on_Concealed_Hill_in_Losers_Final_Map_1,Concealed Hill,Please,n,TGW,o
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID35_Please_vs_TGW_on_Northern_Isles_in_Losers_Final_Map_2,Northern Isles,Please,n,TGW,o
2020-12-12,Moscow Cybersport/Season 2/Qualifier 9#ID6_MisterWinner_vs_TGW_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,TGW,u,MisterWinner,h
2020-12-12,Pandaria Solo League/Season 3/Division 2#ID24_Rackanitsu_vs_bATOu_on_Concealed_Hill_in_Regular_season_Week_6_Map_2,Concealed Hill,Rackanitsu,h,BATOu,h
2020-12-12,Pandaria Solo League/Season 3/Division 2#ID24_Rackanitsu_vs_bATOu_on_Echo_Isles_in_Regular_season_Week_6_Map_1,Echo Isles,Rackanitsu,h,BATOu,h
2020-12-12,SCILL Play WC3 Winter Special Open/3#ID1_Sonik_vs_Deathnote_on_Terenas_Stand_LV_in_Round_of_16_Map_1,Terenas Stand LV,Sonik,n,Deathnote,h
2020-12-12,SCILL Play WC3 Winter Special Open/3#ID6_x3-DemoN_vs_Singroso_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,X3-DemoN,h,Singroso,h
2020-12-12,SCILL Play WC3 Winter Special Open/3#ID6_x3-DemoN_vs_Singroso_on_Concealed_Hill_in_Quarterfinals_Map_2,Concealed Hill,X3-DemoN,h,Singroso,h
2020-12-12,SCILL Play WC3 Winter Special Open/3#ID7_Sonik_vs_Neytpoh_on_Amazonia_in_Quarterfinals_Map_2,Amazonia,Neytpoh,n,Sonik,n
2020-12-12,SCILL Play WC3 Winter Special Open/3#ID7_Sonik_vs_Neytpoh_on_Turtle_Rock_in_Quarterfinals_Map_1,Turtle Rock,Neytpoh,n,Sonik,n
2020-12-12,SCILL Play Winter Special Silver/3#ID10_MisterWinner_vs_FeeLx_on_Amazonia_in_Semifinals_Map_3,Amazonia,MisterWinner,h,FeeLx,h
2020-12-12,SCILL Play Winter Special Silver/3#ID10_MisterWinner_vs_FeeLx_on_Echo_Isles_in_Semifinals_Map_2,Echo Isles,FeeLx,h,MisterWinner,h
2020-12-12,SCILL Play Winter Special Silver/3#ID10_MisterWinner_vs_FeeLx_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,MisterWinner,h,FeeLx,h
2020-12-12,SCILL Play Winter Special Silver/3#ID1_MisterWinner_vs_FaiLo_on_Terenas_Stand_LV_in_Round_of_16_Map_1,Terenas Stand LV,MisterWinner,h,FaiLo,o
2020-12-12,SCILL Play Winter Special Silver/3#ID5_atheistP_vs_ArminvB_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,AtheistP,h,ArminvB,o
2020-12-12,SCILL Play Winter Special Silver/3#ID5_atheistP_vs_ArminvB_on_Northern_Isles_in_Quarterfinals_Map_2,Northern Isles,ArminvB,o,AtheistP,h
